Facility Name,Location Address,Location Address2,City,State,Zip Code,County,Region,Phone Number,Owner Name,Owner Type,Activity Desc,Activity Number,Active,East Coordinate,North Coordinate,Accuracy Code,Waste Types,Authorization Number,Authorization Issue Date,Expiration Date,Georeference
Teplitz Metal Processing Nanuet,108 West Nyack Road,,Nanuet,NY,10954,Rockland,3,8456272606,Teplitz Metal Processing,State,VDF - registration,[44V50001],Yes,583860,4550144,,End of Life Vehicles VDFs;Lead-acid Batteries;Power Steering Fluid;Refrigerant;Gasoline;Used Oil;Waste Tire;Mix Coolant/Engine Oil/Washing Fluid/Water;Brake Fluid;Catalytic Converters;Mercury Switches;Transmission Fluid,44V50001,10/09/2019,10/09/2022,"108 West Nyack Road
Nanuet, NY 10954
(41.0978, -74.00142)"
CleanFiber Buffalo; LLC,250 Lake Avenue,,Blasdell,NY,14219,Erie,9,8186168393,CleanFiber Buffalo; LLC,Private,Nonspecific facility - permit,[15XP0027],Yes,186219,4745325,4.2 - Utilization of GIS and existing spatial data,Papermill Sludge,9-1448-00304/00002,03/02/2023,03/01/2033,"250 Lake Avenue
Blasdell, NY 14219
(42.79671, -78.83705)"
Scully's,11146 Skaneateles Turnpike,,Brookfield,NY,13485,Madison,7,3158998995,Kevin Scully,Private,Vehicle Dismantling Facility,[27J00],Yes,476845,4741371,4 - GIS Assisted,,,,,"11146 Skaneateles Turnpike
Brookfield, NY 13485
(42.82409, -75.28293)"
Dockside Transport Corp.,4 Hampton Road,,Oceanside,NY,11572,Nassau,1,,Dockside Transport Corp.,Private,CDDHRF - concrete rock brick - registration,[30C10160],Yes,613973,4497280,4.2 - Utilization of GIS and existing spatial data,Concrete;Brick;Rock,160,09/20/2022,09/19/2027,"4 Hampton Road
Oceanside, NY 11572
(40.61842, -73.65232)"
Taylor Solid Waste Facility,5730 State Route 434,,Apalachin,NY,13732,Tioga,7,6072580339,Casella Waste Management; Inc.,Private,Transfer facility - permit,[54T03],Yes,403589,4659715,4 - GIS Assisted,MSW (Residential/Institutional & Commercial),7-4930-00252/00001,07/22/2025,07/21/2035,"5730 State Route 434
Apalachin, NY 13732
(42.08379, -76.16302)"
Babylon Resource Recovery Facility,125 Gleam St.,,West Babylon,NY,11704,Suffolk,1,6314911976,Covanta Babylon Inc,Private,Combustion - permit,[52BP0290],Yes,636233,4510523,4.2 - Utilization of GIS and existing spatial data,MSW (Residential/Institutional & Commercial);Ash MSW Energy Recovery Combined;Metals (Ferrous & Non-Ferrous),1-4720-00777/00001,11/14/2019,08/13/2024,"125 Gleam St.
West Babylon, NY 11704
(40.73525, -73.38644)"
Chemung County Sanitary Landfill,1488 County Route 60,,Chemung,NY,14825,Chemung,8,8002273552,Chemung County,County,Landfill - MSW - permit,[08S02],Yes,360822,4654736,,Non-Radioactive;Construction & Demolition Debris;Petroleum Contaminated Soil;Industrial;MSW (Residential/Institutional & Commercial),8-0728-00004/00013,06/02/2016,06/01/2026,"1488 County Route 60
Chemung, NY 14825
(42.029, -76.68235)"
Halsted Processing Shale Mine,312 Old Plank Road,,Coxsackie,NY,12051,Greene,4,5183653754,John E. Halsted,Private,Composting - yard trimmings - registration,[20P12801],Yes,590465,4690362,,Yard Trimmings,20P12801,04/24/2024,04/23/2029,"312 Old Plank Road
Coxsackie, NY 12051
(42.35173, -73.85511)"
Ley Creek TS,5158 Ley Creek Drive,,Liverpool,NY,13088,Onondaga,7,3154532866,Onondaga County Resource Recovery Agency,County,Transfer station - permit,[34TP0037],Yes,405285,4771172,4.2 - Utilization of GIS and existing spatial data,Commingled Paper & Containers;Construction & Demolition Debris;MSW (Residential/Institutional & Commercial);Corrugated Cardboard;Metals (Ferrous & Non-Ferrous);Waste Tires,7-3148-00048/00003,03/03/2014,03/02/2024,"5158 Ley Creek Drive
Liverpool, NY 13088
(43.08809, -76.16176)"
Safeguard Solutions Inc,6705 Pickard Drive,,Syracuse,NY,13211,Onondaga,7,3154099113,owner,Private,RMW - permit,[34JP0022],Yes,409432,4771968,,Regulated Medical Waste;Sharps,7-3126-00349/00001,06/10/2022,03/22/2026,"6705 Pickard Drive
Syracuse, NY 13211
(43.0949, -76.11248)"
DSNY FRESH KILLS COMPOSTING FACILITY,450 W. Service Rd.,,Staten Island,NY,10314,Richmond,2,8457532242,NYC Department of Sanitation,,Composting - source separated organic waste - permit,[43PP0020],Yes,568800,4492400,,Yard Trimmings;Food Scraps,2-6499-00029/00097,01/11/2021,01/10/2026,"450 W. Service Rd.
Staten Island, NY 10314
(40.58586, -74.19319)"
Frankfort Land Clearing Debris Landfill,386 Gulf Road,,Frankfort,NY,13340,Herkimer,6,3157245461,Town of Frankfort,Municipal,Landfill - land clearing debris,[22D09],Yes,486983,4761943,4.2 - Utilization of GIS and existing spatial data,,22D09,01/14/2014,,"386 Gulf Road
Frankfort, NY 13340
(43.01006, -75.15909)"
Quakertown Road Mine,3870-4198 County Route 20,,Warsaw,NY,14569,Wyoming,9,5857862571,WYCO Construction; Inc.,Private,CDDHRF - concrete rock brick - registration,[61C10016],Yes,236193,4734537,4.2 - Utilization of GIS and existing spatial data,Concrete;Brick,61C10016,05/27/2021,05/27/2026,"3870-4198 County Route 20
Warsaw, NY 14569
(42.71336, -78.22373)"
Dansville (V) Biosolids Composting,2 Commerce Drive,,Dansville,NY,14437,Livingston,8,5853355520,Village of Dansville,Municipal,Composting - biosolids/other - permit,[26PP0007],Yes,276959,4716135,,,8-2438-00003/00006,03/23/2022,03/23/2027,
Gooseneck Farms Sand and Gravel,8193 Putnam Rd,,Chautauqua,NY,14781,Chautauqua,9,7167203989,Gooseneck Farms Inc.,Private,CDDHRF - uncontaminated soil sand gravel rock - registration,[07C60062],Yes,121066,4683266,4.2 - Utilization of GIS and existing spatial data,Soil (Clean);Gravel,07C60062,12/22/2021,12/22/2026,"8193 Putnam Rd
Chautauqua, NY 14781
(42.21044, -79.58972)"
Poland Sand & Gravel - Floyd,Koenig Road,,Floyd,NY,13440,Oneida,6,3158263761,PSG Realty LLC,Private,CDDHRF - concrete rock brick - registration,[33C10024],Yes,472117,4782361,1.1 - Obtained from original submission and unverified process,Concrete;Brick;Rock,33C10024,10/15/2020,10/14/2025,
Christine's Sales & Service,6510 Walmore Road,,Wheatfield,NY,14304,Niagara,9,7165506932,Christine Kislack,Private,VDF - registration,[32V50025],Yes,180488,4780517,1 - No accuracy stated,End of Life Vehicles VDFs,32V50025,06/20/2025,06/20/2030,"6510 Walmore Road
Wheatfield, NY 14304
(43.11256, -78.92692)"
Harrys Auto Sales,182 County Highway 107,,Johnstown,NY,12095,Fulton,5,5187624941,Rob VanAernam,Private,VDF - registration,[18V50010],Yes,553193,4761899,,End of Life Vehicles VDFs,18V50010,03/06/2024,03/05/2029,"182 County Highway 107
Johnstown, NY 12095
(43.00849, -74.34728)"
Robert's Scrap Processing,135 Hemlock Hill Rd,,Whitney Point,NY,13862,Broome,7,6076927510,Robert Womack,Private,VDF - registration,[04V50030],Yes,422204,4694304,4 - GIS Assisted,End of Life Vehicles VDFs;Waste Tire;Window Washing Fluid;Scrap Metal - Non-ferrous ;Scrap Metal - Ferrous ;Scrap Metal - Aluminum ;Refrigerant;Iron;Mercury Switches;Gasoline,04V50030,04/23/2024,04/23/2029,"135 Hemlock Hill Rd
Whitney Point, NY 13862
(42.39656, -75.94484)"
Union (T) TS & RHRF,627 Scarborough Drive,,Endwell,NY,13760,Broome,7,6077862952,Town of Union,Municipal,Transfer facility - less than 50 tpd - registration,[04T10036],Yes,414967,4661670,4.1 - Address Matching,Construction & Demolition Debris;Waste Tires,34T10036,05/09/2023,05/10/2028,"627 Scarborough Drive
Endwell, NY 13760
(42.10251, -76.0287)"
Bradley Farms,1543 Maple Ave.,,Elmira,NY,14904,Chemung,8,6077323231,Dan Hurley,Private,C&D processing - registration,[08W01],Yes,352557,4657679,1 - No accuracy stated,Tree Debris;Wood (Unadulterated),08W01,08/30/2012,,"1543 Maple Ave.
Elmira, NY 14904
(42.05759, -76.78206)"
Inwood Material Terminal LLC ( IMT-Oceanside),4001 Daly Boulevard,,Oceanside,NY,11572,Nassau,1,,2128 Grove LLC,Private,CDDHRF - concrete rock brick - registration,[30C10167],Yes,614156,4497461,1 - No accuracy stated,Brick;Rock;Concrete,167,08/14/2023,08/08/2028,"4001 Daly Boulevard
Oceanside, NY 11572
(40.61893, -73.65072)"
Woody's Auto Parts Inc,92 Woody Lane,,Ellenville,NY,12428,Ulster,3,8456478175,Woody's Auto Parts Inc,Private,VDF - registration,[56V50002],Yes,551838,4619317,,End of Life Vehicles VDFs;Used Oil;Lead-acid Batteries;Engine Coolant/Antifreeze,56V50002,02/11/2019,02/10/2023,"92 Woody Lane
Ellenville, NY 12428
(41.72375, -74.37678)"
Riccelli - Northern; LLC - Junius Plant,743 Route 318,,Junius,NY,13069,Seneca,8,3154338581,Riccelli - Northern; LLC,Private,CDDHRF - asphalt pavement and millings - registration,[50C20009],Yes,343732,4757602,,Asphalt Millings;Asphalt Pavement,50C20009,02/26/2020,02/26/2025,"743 Route 318
Junius, NY 13069
(42.95438, -76.91521)"
Monroe County Compost Facility - Van Lare,1574 Lake Shore Blvd.,,Rochester,NY,14617,Monroe,8,,Monroe County Dept. of Environmental Services,County,Composting - SSO - registration,[28P20004],Yes,290976,4790557,4 - GIS Assisted,Source Separated Organic Waste (SSOW);Food Scraps,28P20004,01/18/2024,01/17/2029,"1574 Lake Shore Blvd.
Rochester, NY 14617
(43.24093, -77.57355)"
Steven M. Mezynieski; Inc.,3795 Middle Country Road,,Calverton,NY,11901,Suffolk,1,6312040001,Driftwood Family Farms; LLC,Private,CDDHRF - uncontaminated soil sand gravel rock - registration,[52C60315],Yes,689451,4533029,4.3 - Utilization of Digital Orthophoto Quads,Soil (Clean);Sand,52M10315,10/05/2023,10/04/2028,"3795 Middle Country Road
Calverton, NY 11901
(40.92707, -72.75015)"
Hillcrest Industries; Inc,40 Favor Street,,Attica,NY,14011,Wyoming,9,5855911182,Hillcrest Industries; Inc,Private,RHRF - greater than 5 tpd - registration,[61R20014],Yes,232550,4750618,4 - GIS Assisted,Clear Glass,61R20014,09/21/2020,09/21/2025,"40 Favor Street
Attica, NY 14011
(42.86184, -78.27399)"
Scott Ave Recycling LLC,594 Scholes Street,,Brooklyn,NY,11237,Kings,2,7184162190,Jack Guttman,Private,CDDHRF - permit,[24CP0157],Yes,590879,4507341,,Construction & Demolition Debris,2-6104-01347/00001,12/17/2021,09/16/2026,"594 Scholes Street
Brooklyn, NY 11237
(40.71237, -73.92406)"
JVB Landscaping Inc.,238-242 New Hackensack Road,,Wappingers Falls,NY,12590,Dutchess,3,8454621800,Jared Van Benschoten,Private,CDDHRF - uncontaminated soil sand gravel rock - registration,[14C60001],Yes,592907,4608423,4.3 - Utilization of Digital Orthophoto Quads,Rock;Soil (Clean),14C60001,06/11/2025,06/10/2029,"238-242 New Hackensack Road
Wappingers Falls, NY 12590
(41.62342, -73.88489)"
Postma Brothers; LLC,140 Spur St.,,New Berlin,NY,13411,Chenango,7,6078476809,James Postma,Private,Storage - manure & food processing waste - registration,[09A20019],Yes,473700,4725900,4 - GIS Assisted,Non-recognizable Food Processing Waste,09A20019,09/07/2022,09/07/2027,"140 Spur St.
New Berlin, NY 13411
(42.68596, -75.33371)"
Fort Ann Transfer Station LLC,10913 Route 149,,Fort Ann,NY,12827,Washington,5,5187983444,Fort Ann transfer LLC,Private,Transfer facility - permit,[58TP0024],Yes,618859,4807253,,Construction & Demolition Debris,5-5328-00133/00001,02/02/2023,02/01/2033,"10913 Route 149
Fort Ann, NY 12827
(43.40397, -73.54009)"
Ashley's Home Center,7596 State Highway 68,,Ogdensburg,NY,13669,St. Lawrence,6,3153931250,John J. Ashley Jr.,Private,RHRF - registration,[45R10031],Yes,462637,4948646,4.1 - Address Matching,Paperboard/Boxboard,45R10031,08/30/2022,08/29/2027,"7596 State Highway 68
Ogdensburg, NY 13669
(44.68942, -75.47135)"
Walter Pulcini Inc,2461 Quaker Road,,Palmyra,NY,14522,Wayne,8,5857033045,Kenneth Pulcini,Private,Land application - septage - registration,[59A40003],Yes,315626,4770620,4 - GIS Assisted,Septage,59A50003,01/29/2019,01/28/2024,"2461 Quaker Road
Palmyra, NY 14522
(43.06522, -77.2622)"
Waddingham Stock Area,26719 Waddingham Rd.,,Evans Mills,NY,13637,Jefferson,6,,Rusty VanTassel,Private,CDDHRF - uncontaminated soil sand gravel rock - registration,[23C60006],Yes,432895,4879456,4.1 - Address Matching,Soil (Clean);Sand;Gravel;Rock,23C60006,04/14/2025,04/13/2030,"26719 Waddingham Rd.
Evans Mills, NY 13637
(44.06485, -75.83775)"
Bedrock Materials LLC,83B Broadway,,Greenlawn,NY,11740,Suffolk,1,6317575511,Mario Pulvirenti,Private,CDDHRF - concrete rock brick - registration,[52C10374],Yes,637739,4525310,,Concrete,52-0374,03/15/2022,03/15/2027,"83B Broadway
Greenlawn, NY 11740
(40.8678, -73.36498)"
Saratoga Springs Compost Facility,30 Weibel Avenue,,Saratoga Springs,NY,12866,Saratoga,5,5185873550,City of Saratoga Springs - DPW,Municipal,Composting - yard waste - permit,[46PP0015],Yes,602400,4771600,3.2 - Hand-Held Unit (post-processed; diff. corrected),Yard Trimmings,5-4115-00055/00005,12/12/2022,12/11/2027,"30 Weibel Avenue
Saratoga Springs, NY 12866
(43.08868, -73.74282)"
Olivieri Development Inc.,4337 Sowles Road,,Hamburg,NY,14075,Erie,9,7166492707,Darryl Olivieri,Private,CDDHRF - concrete rock brick - registration,[15C10090],Yes,187444,4740265,4 - GIS Assisted,CARB (concrete; asphalt; rock; brick),15C10090,05/10/2021,05/10/2026,"4337 Sowles Road
Hamburg, NY 14075
(42.75149, -78.81905)"
Arcade Composting,7589 Hurdville Rd.,,Arcade,NY,14009,Wyoming,9,5854921111,Village of Arcade,Municipal,Composting/other processing - biosolids/other,[61C03],Yes,218718,4714797,4.3 - Utilization of Digital Orthophoto Quads,Biosolids,9.562E+14,10/18/2016,10/17/2026,"7589 Hurdville Rd.
Arcade, NY 14009
(42.53566, -78.4581)"
Leitz Gravel Pit,Gulf Road,,Frankfort,NY,13340,Herkimer,6,3157245527,Leitz Trucking Corp.,,CDDHRF - asphalt pavement and millings - registration,[22C20014],Yes,486110,4762366,1.1 - Obtained from original submission and unverified process,Asphalt Pavement;Asphalt Millings,22C20014,03/02/2021,03/01/2026,
Sambucci Bros. L.I. Inc.,1 South Denton Ave,,Garden City Park,NY,11040,Nassau,1,5167470250,Daniel Sambucci,Private,VDF - registration,[30V50172],Yes,612227,4510108,,End of Life Vehicles VDFs,30-0172,07/22/2024,07/21/2029,"1 South Denton Ave
Garden City Park, NY 11040
(40.7335, -73.67108)"
Metalico Aluminum Recovery Inc,6225 Thompson Road,,Syracuse,NY,13206,Onondaga,7,3154639292,Metalico Rochester,Private,Scrap metal processor - registration,[34V30042],Yes,410921,4769527,,Scrap Metal - Aluminum ;Scrap Metal - Ferrous ;Scrap Metal - Non-ferrous,34V30042,02/22/2024,02/21/2029,"6225 Thompson Road
Syracuse, NY 13206
(43.07224, -76.08933)"
B.G.L.J. Servicing Corp. (Moriches),640B Moriches-Middle Island Road,,Moriches,NY,11955,Suffolk,1,,B.G.L.J. Servicing Corp,Private,CDDHRF - uncontaminated soil sand gravel rock - registration,[52C60435],Yes,684254,4520272,4.1 - Address Matching,Soil (Clean);Gravel;Sand,435,10/20/2025,10/19/2030,"640B Moriches-Middle Island Road
Moriches, NY 11955
(40.81192, -72.81589)"
Scatt Materials Corp,44 S Fourth Street,,Bayshore,NY,11706,Suffolk,1,6315860554,Scatt Materials Corp.,Private,C&D processing - registration,[52W115R],Yes,644077,4513777,4.3 - Utilization of Digital Orthophoto Quads,Soil (Clean);Asphalt,52W115R,08/12/2002,,"44 S Fourth Street
Bayshore, NY 11706
(40.76267, -73.29358)"
Islip Car & Truck Recycling Inc,20 Moffitt Blvd,,Islip,NY,11751,Suffolk,1,6312772100,Joseph Mammolito,Private,VDF - registration,[52V50245],Yes,649761,4510639,4.3 - Utilization of Digital Orthophoto Quads,End of Life Vehicles VDFs,52V50245,09/01/2022,08/31/2027,"20 Moffitt Blvd
Islip, NY 11751
(40.73271, -73.22631)"
Heidelberg Materials Northeast - Horseheads S&G,299 East Franklin St,,Town of Horseheads,NY,14845,Chemung,8,6073687300,Heidelberg Materials Northeast  New York LLC,Private,CDDHRF - concrete; rock; brick; asphalt pavement or millings - registration,[08C90015],Yes,350382,4670581,4.2.1 - Utilization of GIS and Facility Mapping System,Concrete,08C90015,10/30/2025,10/30/2030,"299 East Franklin St
Town of Horseheads, NY 14845
(42.16754, -76.81065)"
Moreau Transfer Station,1 Butler Road,,Moreau,NY,12828,Saratoga,5,5187988126,Town of Moreau,Municipal,Transfer facility - less than 50 tpd - registration,[46T10009],Yes,608899,4790606,,Yard Waste;MSW (Residential/Institutional & Commercial);Compost,46T10009,09/06/2023,09/05/2028,"1 Butler Road
Moreau, NY 12828
(43.25926, -73.65817)"
7505 Sandlot LLC,7505 Cox Lane,,Cutchogue,NY,11935,Suffolk,1,6312913456,Kenneth McAvoy,Private,CDDHRF - concrete; rock; brick; asphalt pavement or millings - registration,[52C10405],Yes,710137,4545367,,Concrete;Brick;Rock,52C10405,11/14/2023,11/13/2028,"7505 Cox Lane
Cutchogue, NY 11935
(41.03328, -72.49984)"
Jim Ski Construction,Transfer Station Road,,Fishers Island,NY,6390,Suffolk,1,8603343974,Jim Ski,Private,C&D processing - registration,[52W193],Yes,749445,4571434,4.3 - Utilization of Digital Orthophoto Quads,Asphalt;Brick;Concrete;Rock;Soil (Clean),52W193R,03/22/2017,,
St. Armand Transfer Station,River Road,Route 3,St. Armand,NY,12913,Essex,5,5188913189,Essex County,County,RHRF - 5 tpd or less - registration,[16R10007],Yes,572130,4913823,,,16R10007,07/26/2022,07/27/2027,
Brookfield Resource at Montrose (nee Kaufman Auto Parts),2105 Albany Post Rd,,Montrose,NY,10548,Westchester,3,9149301626,Brookfield Resource Management,Private,Scrap metal processor - registration,[60V30001],Yes,589860,4566752,,Scrap Metal - Ferrous ;Scrap Metal - Non-ferrous,60V30001,02/13/2019,02/12/2023,"2105 Albany Post Rd
Montrose, NY 10548
(41.24698, -73.92757)"
Peconic Environmental Services,100 Peconic Ave.,,Medford,NY,11763,Suffolk,1,6312896188,Peconic Environmental Services Corp,Private,Transfer facility - permit,[52TP0328],Yes,126656,238883,,Construction & Demolition Debris,1-4722-07052/00001,02/15/2023,02/14/2028,"100 Peconic Ave.
Medford, NY 11763
(40.81704, -72.98004)"
A.I.I. Allen Industries Inc (Oceanside Yard),3467  Hampton Road,,Oceanside,NY,11572,Nassau,1,5168050146,William Allen,Private,CDDHRF - concrete; rock; brick; asphalt pavement or millings - registration,[30C90171],Yes,613843,4498050,,Concrete;Brick;Asphalt Millings;Asphalt Pavement;Rock,30C60171; 30C90171,07/22/2024,07/21/2029,"3467  Hampton Road
Oceanside, NY 11572
(40.62539, -73.65401)"
Organix Green Industries,2257 County Road 4 Box 142,,Seneca Castle,NY,14547,Ontario,8,5855265427,John Hicks,Private,Composting - SSO - registration,[35P20021],Yes,328012,4751185,,Food Scraps;Leaves,35P20021,11/05/2020,11/04/2025,"2257 County Road 4 Box 142
Seneca Castle, NY 14547
(42.89031, -77.10584)"
C. L. McCormack,5885 Jordan Road,5739 Fikes Road,Elbridge,NY,13060,Onondaga,7,3156893973,Melanie & Meghan McCormack,Private,Land application - septage - registration,[34A40010],Yes,386132,4765162,1.1 - Obtained from original submission and unverified process,Septage,34A40010,07/03/2019,07/03/2024,"5885 Jordan Road
Elbridge, NY 13060
(43.05576, -76.46119)"
Rensselaer Iron & Steel Inc,35 Riverside Ave,,Rensselaer,NY,12144,Rensselaer,4,5184651484,Betty Grimmel,Private,Mobile vehicle crusher - registration,[42V61401],Yes,602366,4720069,,End of Life Vehicles VDFs,42V51401,07/22/2025,07/21/2030,"35 Riverside Ave
Rensselaer, NY 12144
(42.63443, -73.74963)"
Westerlo (T) Transfer Station,88 Anable Road,,Westerlo,NY,12193,Albany,4,5187973536,Town of Westerlo,Municipal,Transfer facility - source separated recyclables - registration,[01T33801],Yes,578952,4708779,1 - No accuracy stated,Single Stream;Corrugated Cardboard,01T13802,05/30/2024,05/29/2029,
Caroga Transfer Station,PO Box 28,,Johnstown,NY,12095,Fulton,5,5187365501,Fulton County,County,Transfer facility - less than 50 tpd - registration,[18T10002],Yes,542731,4771071,,MSW (Residential/Institutional & Commercial);Single Stream;Metals (Ferrous & Non-Ferrous);Electronics;Waste Oil (Other),18T10002,07/02/2023,07/01/2028,
LyDel Asphalt Corp,19B Stiriz Rd,,Brookhaven,NY,11719,Suffolk,1,6312863222,Robert M. Garone 2020 Family Trust,Private,CDDHRF - concrete; rock; brick; asphalt pavement or millings - registration,[52C90418],Yes,674446,4515620,4.3 - Utilization of Digital Orthophoto Quads,Asphalt Pavement;Sand;Other - Bank Run,52-0418,08/08/2024,03/17/2029,"19B Stiriz Rd
Brookhaven, NY 11719
(40.77385, -72.93373)"
